Toch2Date,Toch2Time,Toch2RequestedTemperature[C],Toch2MeasuredTemperature[C],,Toch3Date,Toch3Time,Toch3RequestedTemperature[C],Toch3MeasuredTemperature[C],,
2017126,10:54:22,50,20.25,,2017126,10:54:25,50,-127,,
2017126,10:54:30,50,20.25,,2017126,10:54:33,50,-127,,
2017126,10:54:38,50,20.25,,2017126,10:54:41,50,-127,,
2017126,10:54:46,50,20.25,,2017126,10:54:49,50,-127,,
2017126,10:54:54,50,20.25,,2017126,10:54:57,50,-127,,
2017126,10:55:2,50,20.25,,2017126,10:55:5,50,-127,,
2017126,10:55:10,50,20.25,,2017126,10:55:13,50,-127,,
2017126,10:55:18,50,20.25,,2017126,10:55:21,50,-127,,
2017126,10:55:26,50,20.25,,2017126,10:55:29,50,-127,,
2017126,10:55:34,50,20.25,,2017126,10:55:37,50,-127,,
2017126,10:55:42,50,20.25,,2017126,10:55:45,50,-127,,
2017126,10:55:50,50,20.25,,2017126,10:55:53,50,-127,,
2017126,10:55:58,50,20.25,,2017126,10:56:1,50,-127,,
2017126,10:56:9,50,-1,,2017126,10:56:14,50,-127,,
2017126,10:56:17,50,20.25,,2017126,10:56:22,50,-127,,
2017126,10:56:29,50,-1,,2017126,10:56:34,50,-127,,
2017126,10:56:37,50,20.25,,2017126,10:56:42,50,-127,,
2017126,10:56:45,50,20.25,,2017126,10:56:50,50,-127,,
2017126,10:56:53,50,20.25,,2017126,10:56:58,50,-127,,
2017126,10:57:1,50,20.25,,2017126,10:57:6,50,-127,,
2017126,10:57:9,50,20.25,,2017126,10:57:14,50,-127,,
2017126,10:57:17,50,20.25,,2017126,10:57:22,50,-127,,
2017126,10:57:30,50,-1,,2017126,10:57:35,50,-127,,
2017126,10:57:42,50,-1,,2017126,10:57:47,50,-127,,
2017126,10:57:52,50,20.25,,2017126,10:57:55,50,-127,,
2017126,10:58:0,50,20.25,,2017126,10:58:3,50,-127,,
2017126,10:58:8,50,20.25,,2017126,10:58:11,50,-127,,
2017126,10:58:16,50,20.25,,2017126,10:58:21,50,-127,,
2017126,10:58:24,50,20.25,,2017126,10:58:29,50,-127,,
2017126,10:58:32,50,20.25,,2017126,10:58:37,50,-127,,
2017126,10:58:40,50,20.25,,2017126,10:58:45,50,-127,,
2017126,10:58:48,50,20.25,,2017126,10:58:53,50,-127,,
2017126,10:58:56,50,20.25,,2017126,10:59:1,50,-127,,
2017126,10:59:4,50,20.25,,2017126,10:59:9,50,-127,,
2017126,10:59:14,50,20.25,,2017126,10:59:17,50,-127,,
2017126,10:59:22,50,20.1875,,2017126,10:59:25,50,-127,,
2017126,10:59:30,50,20.1875,,2017126,10:59:33,50,-127,,
2017126,10:59:38,50,20.1875,,2017126,10:59:41,50,-127,,
2017126,10:59:46,50,20.1875,,2017126,10:59:49,50,-127,,
2017126,10:59:54,50,20.1875,,2017126,10:59:57,50,-127,,
2017126,11:0:2,50,20.1875,,2017126,11:0:5,50,-127,,
2017126,11:0:10,50,20.1875,,2017126,11:0:13,50,-127,,
2017126,11:0:18,50,20.1875,,2017126,11:0:21,50,-127,,
2017126,11:0:26,50,20.1875,,2017126,11:0:29,50,-127,,
2017126,11:0:34,50,20.1875,,2017126,11:0:37,50,-127,,
2017126,11:0:42,50,20.1875,,2017126,11:0:45,50,-127,,
2017126,11:0:50,50,20.1875,,2017126,11:0:53,50,-127,,
2017126,11:0:58,50,20.1875,,2017126,11:1:1,50,-127,,
2017126,11:1:6,50,20.1875,,2017126,11:1:9,50,-127,,
2017126,11:1:14,50,20.1875,,2017126,11:1:17,50,-127,,
2017126,11:1:22,50,20.1875,,2017126,11:1:25,50,-127,,
2017126,11:1:30,50,20.1875,,2017126,11:1:33,50,-127,,
2017126,11:1:38,50,20.1875,,2017126,11:1:41,50,-127,,
2017126,11:1:46,50,20.1875,,2017126,11:1:49,50,-127,,
2017126,11:1:55,50,20.1875,,2017126,11:2:0,50,-127,,
2017126,11:2:3,50,20.1875,,2017126,11:2:8,50,-127,,
2017126,11:2:11,50,20.1875,,2017126,11:2:16,50,-127,,
2017126,11:2:19,50,20.1875,,2017126,11:2:24,50,-127,,
2017126,11:2:27,50,20.125,,2017126,11:2:32,50,-127,,
2017126,11:2:35,50,20.125,,2017126,11:2:40,50,-127,,
2017126,11:2:43,50,20.125,,2017126,11:2:48,50,-127,,
2017126,11:2:51,50,20.125,,2017126,11:2:56,50,-127,,
2017126,11:2:59,50,20.125,,2017126,11:3:4,50,-127,,
2017126,11:3:7,50,20.125,,2017126,11:3:12,50,-127,,
2017126,11:3:15,50,20.125,,2017126,11:3:20,50,-127,,
2017126,11:3:23,50,20.125,,2017126,11:3:28,50,-127,,
2017126,11:3:31,50,20.125,,2017126,11:3:36,50,-127,,
2017126,11:3:39,50,20.125,,2017126,11:3:44,50,-127,,
2017126,11:3:47,50,20.125,,2017126,11:3:54,50,-1,,
2017126,11:3:59,50,20.0625,,2017126,11:4:4,50,-127,,
2017126,11:4:7,50,20.0625,,2017126,11:4:12,50,-127,,
2017126,11:4:15,50,20.0625,,2017126,11:4:20,50,-127,,
2017126,11:4:23,50,20.0625,,2017126,11:4:28,50,-127,,
2017126,11:4:31,50,20.0625,,2017126,11:4:38,50,-1,,
2017126,11:4:43,50,20.0625,,2017126,11:4:48,50,-127,,
2017126,11:4:51,50,20.0625,,2017126,11:4:56,50,-127,,
2017126,11:4:59,50,20.0625,,2017126,11:5:4,50,-127,,
2017126,11:5:7,50,20,,2017126,11:5:12,50,-127,,
2017126,11:5:15,50,20,,2017126,11:5:20,50,-127,,
2017126,11:5:25,50,20,,2017126,11:5:28,50,-127,,
2017126,11:5:33,50,20,,2017126,11:5:36,50,-127,,
2017126,11:5:41,50,20,,2017126,11:5:44,50,-127,,
2017126,11:5:49,50,20,,2017126,11:5:52,50,-127,,
2017126,11:5:57,50,20,,2017126,11:6:0,50,-127,,
2017126,11:6:5,50,20,,2017126,11:6:8,50,-127,,
2017126,11:6:13,50,20,,2017126,11:6:16,50,-127,,
2017126,11:6:21,50,19.9375,,2017126,11:6:24,50,-127,,
2017126,11:6:30,50,19.9375,,2017126,11:6:33,50,-127,,
2017126,11:6:38,50,19.9375,,2017126,11:6:41,50,-127,,
2017126,11:6:46,50,19.9375,,2017126,11:6:49,50,-127,,
2017126,11:6:54,50,19.9375,,2017126,11:6:57,50,-127,,
2017126,11:7:2,50,19.9375,,2017126,11:7:5,50,-127,,
2017126,11:7:10,50,19.9375,,2017126,11:7:13,50,-127,,
2017126,11:7:18,50,19.9375,,2017126,11:7:21,50,-127,,
2017126,11:7:26,50,19.9375,,2017126,11:7:29,50,-127,,
2017126,11:7:34,50,19.9375,,2017126,11:7:37,50,-127,,
2017126,11:7:43,50,19.9375,,2017126,11:7:46,50,-127,,
2017126,11:7:51,50,19.9375,,2017126,11:7:54,50,-127,,
2017126,11:7:59,50,19.9375,,2017126,11:8:2,50,-127,,
2017126,11:8:7,50,19.9375,,2017126,11:8:10,50,-127,,
2017126,11:8:15,50,19.9375,,2017126,11:8:18,50,-127,,
2017126,11:8:23,50,19.9375,,2017126,11:8:26,50,-127,,
2017126,11:8:31,50,19.9375,,2017126,11:8:34,50,-127,,
2017126,11:8:39,50,19.875,,2017126,11:8:42,50,-127,,
2017126,11:8:47,50,19.9375,,2017126,11:8:50,50,-127,,
2017126,11:8:55,50,19.9375,,2017126,11:8:58,50,-127,,
2017126,11:9:3,50,19.9375,,2017126,11:9:6,50,-127,,
2017126,11:9:11,50,19.875,,2017126,11:9:14,50,-127,,
2017126,11:9:19,50,19.875,,2017126,11:9:22,50,-127,,
2017126,11:9:27,50,19.875,,2017126,11:9:30,50,-127,,
2017126,11:9:35,50,19.875,,2017126,11:9:38,50,-127,,
2017126,11:9:43,50,19.875,,2017126,11:9:46,50,-127,,
2017126,11:9:51,50,19.875,,2017126,11:9:54,50,-127,,
2017126,11:9:59,50,19.875,,2017126,11:10:2,50,-127,,
2017126,11:10:7,50,19.875,,2017126,11:10:10,50,-127,,
2017126,11:10:17,50,-1,,2017126,11:10:22,50,-127,,
2017126,11:10:29,50,-1,,2017126,11:10:36,50,-1,,
2017126,11:10:41,50,19.875,,2017126,11:10:44,50,-127,,
2017126,11:10:49,50,19.875,,2017126,11:10:52,50,-127,,
2017126,11:10:57,50,19.875,,2017126,11:11:0,50,-127,,
2017126,11:11:6,50,19.875,,2017126,11:11:9,50,-127,,
2017126,11:11:14,50,19.875,,2017126,11:11:17,50,-127,,
2017126,11:11:22,50,19.875,,2017126,11:11:25,50,-127,,
2017126,11:11:30,50,19.875,,2017126,11:11:33,50,-127,,
2017126,11:11:38,50,19.875,,2017126,11:11:41,50,-127,,
2017126,11:11:46,50,19.875,,2017126,11:11:49,50,-127,,
2017126,11:11:54,50,19.875,,2017126,11:11:57,50,-127,,
2017126,11:12:2,50,19.875,,2017126,11:12:5,50,-127,,
2017126,11:12:10,50,19.875,,2017126,11:12:13,50,-127,,
2017126,11:12:18,50,19.875,,2017126,11:12:21,50,-127,,
2017126,11:12:26,50,19.875,,2017126,11:12:29,50,-127,,
2017126,11:12:34,50,19.875,,2017126,11:12:37,50,-127,,
2017126,11:12:44,50,-1,,2017126,11:12:49,50,-127,,
2017126,11:12:54,50,19.875,,2017126,11:12:57,50,-127,,
2017126,11:13:2,50,19.875,,2017126,11:13:5,50,-127,,
2017126,11:13:10,50,19.875,,2017126,11:13:13,50,-127,,
2017126,11:13:18,50,19.875,,2017126,11:13:21,50,-127,,
2017126,11:13:26,50,19.875,,2017126,11:13:29,50,-127,,
2017126,11:13:34,50,19.875,,2017126,11:13:37,50,-127,,
2017126,11:13:42,50,19.875,,2017126,11:13:45,50,-127,,
2017126,11:13:50,50,19.875,,2017126,11:13:53,50,-127,,
2017126,11:13:58,50,19.875,,2017126,11:14:1,50,-127,,
2017126,11:14:6,50,19.875,,2017126,11:14:9,50,-127,,
2017126,11:14:14,50,19.875,,2017126,11:14:17,50,-127,,
2017126,11:14:22,50,19.875,,2017126,11:14:25,50,-127,,
2017126,11:14:30,50,19.875,,2017126,11:14:33,50,-127,,
2017126,11:14:38,50,19.875,,2017126,11:14:41,50,-127,,
2017126,11:14:46,50,19.875,,2017126,11:14:49,50,-127,,
2017126,11:14:54,50,19.875,,2017126,11:14:57,50,-127,,
2017126,11:15:2,50,19.875,,2017126,11:15:5,50,-127,,
2017126,11:15:10,50,19.875,,2017126,11:15:13,50,-127,,
2017126,11:15:18,50,19.875,,2017126,11:15:21,50,-127,,
2017126,11:15:26,50,19.875,,2017126,11:15:29,50,-127,,
2017126,11:15:32,50,19.875,,2017126,11:15:35,50,-127,,
2017126,11:15:40,50,19.875,,2017126,11:15:43,50,-127,,
2017126,11:15:48,50,19.875,,2017126,11:15:51,50,-127,,
2017126,11:15:58,50,-1,,2017126,11:16:3,50,-127,,
2017126,11:16:8,50,19.875,,2017126,11:16:11,50,-127,,
2017126,11:16:16,50,19.875,,2017126,11:16:19,50,-127,,
2017126,11:16:24,50,19.875,,2017126,11:16:27,50,-127,,
2017126,11:16:32,50,19.875,,2017126,11:16:35,50,-127,,
2017126,11:16:41,50,19.875,,2017126,11:16:44,50,-127,,
2017126,11:16:49,50,19.875,,2017126,11:16:52,50,-127,,
2017126,11:16:57,50,19.875,,2017126,11:17:0,50,-127,,
2017126,11:17:5,50,19.875,,2017126,11:17:8,50,-127,,
2017126,11:17:13,50,19.875,,2017126,11:17:16,50,-127,,
2017126,11:17:23,50,-1,,2017126,11:17:28,50,-127,,
2017126,11:17:35,50,-1,,2017126,11:17:42,50,-1,,
2017126,11:17:50,50,-1,,2017126,11:17:55,50,-127,,
2017126,11:18:0,50,19.9375,,2017126,11:18:3,50,-127,,
2017126,11:18:8,50,19.9375,,2017126,11:18:13,50,-127,,
2017126,11:18:16,50,19.9375,,2017126,11:18:21,50,-127,,
2017126,11:18:24,50,19.9375,,2017126,11:18:29,50,-127,,
2017126,11:18:32,50,19.9375,,2017126,11:18:37,50,-127,,
2017126,11:18:40,50,19.9375,,2017126,11:18:45,50,-127,,
2017126,11:18:48,50,19.9375,,2017126,11:18:53,50,-127,,
2017126,11:18:56,50,19.9375,,2017126,11:19:1,50,-127,,
2017126,11:19:4,50,19.9375,,2017126,11:19:9,50,-127,,
2017126,11:19:17,50,-1,,2017126,11:19:22,50,-127,,
2017126,11:19:27,50,19.9375,,2017126,11:19:30,50,-127,,
2017126,11:19:35,50,19.9375,,2017126,11:19:38,50,-127,,
2017126,11:19:43,50,19.9375,,2017126,11:19:46,50,-127,,
2017126,11:19:51,50,19.9375,,2017126,11:19:54,50,-127,,
2017126,11:19:59,50,19.9375,,2017126,11:20:2,50,-127,,
2017126,11:20:7,50,19.9375,,2017126,11:20:10,50,-127,,
2017126,11:20:15,50,19.9375,,2017126,11:20:18,50,-127,,
2017126,11:20:23,50,19.9375,,2017126,11:20:26,50,-127,,
2017126,11:20:33,50,-1,,2017126,11:20:38,50,-127,,
2017126,11:20:45,50,-1,,2017126,11:20:50,50,-127,,
2017126,11:20:55,50,19.9375,,2017126,11:20:58,50,-127,,
2017126,11:21:3,50,19.9375,,2017126,11:21:6,50,-127,,
2017126,11:21:12,50,19.9375,,2017126,11:21:15,50,-127,,
2017126,11:21:22,50,-1,,2017126,11:21:27,50,-127,,
2017126,11:21:32,50,19.9375,,2017126,11:21:35,50,-127,,
2017126,11:21:40,50,20,,2017126,11:21:43,50,-127,,
2017126,11:21:48,50,20,,2017126,11:21:51,50,-127,,
2017126,11:21:56,50,20,,2017126,11:21:59,50,-127,,
2017126,11:22:4,50,20,,2017126,11:22:7,50,-127,,
2017126,11:22:12,50,20,,2017126,11:22:15,50,-127,,
2017126,11:22:20,50,20,,2017126,11:22:23,50,-127,,
2017126,11:22:28,50,20,,2017126,11:22:31,50,-127,,
2017126,11:22:36,50,20,,2017126,11:22:39,50,-127,,
2017126,11:22:44,50,20,,2017126,11:22:47,50,-127,,
2017126,11:22:52,50,20,,2017126,11:22:55,50,-127,,
2017126,11:23:0,50,20,,2017126,11:23:3,50,-127,,
2017126,11:23:8,50,20,,2017126,11:23:11,50,-127,,
2017126,11:23:16,50,20,,2017126,11:23:19,50,-127,,
2017126,11:23:24,50,20,,2017126,11:23:27,50,-127,,
2017126,11:23:32,50,20,,2017126,11:23:35,50,-127,,
2017126,11:23:38,50,20,,2017126,11:23:41,50,-127,,
2017126,11:23:46,50,20,,2017126,11:23:49,50,-127,,
2017126,11:23:54,50,20,,2017126,11:23:57,50,-127,,
2017126,11:24:2,50,20,,2017126,11:24:5,50,-127,,
2017126,11:24:10,50,20,,2017126,11:24:13,50,-127,,
2017126,11:24:18,50,20,,2017126,11:24:21,50,-127,,
2017126,11:24:26,50,20,,2017126,11:24:29,50,-127,,
2017126,11:24:34,50,20,,2017126,11:24:37,50,-127,,
2017126,11:24:42,50,20,,2017126,11:24:45,50,-127,,
2017126,11:24:50,50,20,,2017126,11:24:53,50,-127,,
2017126,11:24:58,50,20,,2017126,11:25:1,50,-127,,
2017126,11:25:8,50,-1,,2017126,11:25:15,50,-1,,
2017126,11:25:20,50,20,,2017126,11:25:23,50,-127,,
2017126,11:25:30,50,-1,,2017126,11:25:35,50,-127,,
2017126,11:25:40,50,20,,2017126,11:25:43,50,-127,,
2017126,11:25:48,50,20.0625,,2017126,11:25:51,50,-127,,
2017126,11:25:57,50,20.0625,,2017126,11:26:0,50,-127,,
2017126,11:26:5,50,20.0625,,2017126,11:26:8,50,-127,,
2017126,11:26:13,50,20,,2017126,11:26:18,50,-127,,
2017126,11:26:21,50,20.0625,,2017126,11:26:26,50,-127,,
2017126,11:26:29,50,20.0625,,2017126,11:26:36,50,-1,,
2017126,11:26:41,50,20.0625,,2017126,11:26:46,50,-127,,
2017126,11:26:49,50,20.0625,,2017126,11:26:54,50,-127,,
2017126,11:26:57,50,20.0625,,2017126,11:27:2,50,-127,,
2017126,11:27:5,50,20.0625,,2017126,11:27:10,50,-127,,
2017126,11:27:13,50,20.0625,,2017126,11:27:18,50,-127,,
2017126,11:27:21,50,20.0625,,2017126,11:27:26,50,-127,,
2017126,11:27:29,50,20.0625,,2017126,11:27:34,50,-127,,
2017126,11:27:37,50,20.0625,,2017126,11:27:42,50,-127,,
2017126,11:27:45,50,20.0625,,2017126,11:27:52,50,-1,,
2017126,11:27:57,50,20.0625,,2017126,11:28:2,50,-127,,
2017126,11:28:5,50,20.0625,,2017126,11:28:10,50,-127,,
2017126,11:28:13,50,20.0625,,2017126,11:28:18,50,-127,,
2017126,11:28:21,50,20.0625,,2017126,11:28:26,50,-127,,
2017126,11:28:29,50,20.0625,,2017126,11:28:34,50,-127,,
2017126,11:28:37,50,20.0625,,2017126,11:28:42,50,-127,,
2017126,11:28:45,50,20.0625,,2017126,11:28:50,50,-127,,
2017126,11:28:53,50,20.0625,,2017126,11:28:58,50,-127,,
2017126,11:29:1,50,20.0625,,2017126,11:29:6,50,-127,,
2017126,11:29:9,50,20.0625,,2017126,11:29:14,50,-127,,
2017126,11:29:17,50,20.0625,,2017126,11:29:22,50,-127,,
2017126,11:29:26,50,20.0625,,2017126,11:29:31,50,-127,,
2017126,11:29:34,50,20.0625,,2017126,11:29:39,50,-127,,
2017126,11:29:42,50,20.0625,,2017126,11:29:47,50,-127,,
2017126,11:29:52,50,20.125,,2017126,11:29:55,50,-127,,
2017126,11:30:0,50,20.125,,2017126,11:30:3,50,-127,,
2017126,11:30:8,50,20.0625,,2017126,11:30:11,50,-127,,
2017126,11:30:16,50,20.125,,2017126,11:30:19,50,-127,,
2017126,11:30:26,50,-1,,2017126,11:30:31,50,-127,,
2017126,11:30:36,50,20.125,,2017126,11:30:39,50,-127,,
2017126,11:30:44,50,20.125,,2017126,11:30:47,50,-127,,
2017126,11:30:52,50,20.125,,2017126,11:30:55,50,-127,,
2017126,11:31:1,50,20.125,,2017126,11:31:4,50,-127,,
2017126,11:31:9,50,20.125,,2017126,11:31:12,50,-127,,
2017126,11:31:17,50,20.125,,2017126,11:31:20,50,-127,,
2017126,11:31:25,50,20.125,,2017126,11:31:28,50,-127,,
2017126,11:31:33,50,20.125,,2017126,11:31:36,50,-127,,
2017126,11:31:41,50,20.125,,2017126,11:31:44,50,-127,,
2017126,11:31:51,50,-1,,2017126,11:31:58,50,-1,,
2017126,11:32:3,50,20.125,,2017126,11:32:6,50,-127,,
2017126,11:32:11,50,20.125,,2017126,11:32:14,50,-127,,
2017126,11:32:19,50,20.125,,2017126,11:32:22,50,-127,,
2017126,11:32:27,50,20.125,,2017126,11:32:30,50,-127,,
2017126,11:32:35,50,20.125,,2017126,11:32:38,50,-127,,
2017126,11:32:43,50,20.125,,2017126,11:32:46,50,-127,,
2017126,11:32:51,50,20.125,,2017126,11:32:54,50,-127,,
2017126,11:32:59,50,20.125,,2017126,11:33:2,50,-127,,
2017126,11:33:7,50,20.125,,2017126,11:33:10,50,-127,,
2017126,11:33:15,50,20.125,,2017126,11:33:18,50,-127,,
2017126,11:33:23,50,20.125,,2017126,11:33:26,50,-127,,
2017126,11:33:31,50,20.125,,2017126,11:33:34,50,-127,,
2017126,11:33:39,50,20.125,,2017126,11:33:42,50,-127,,
2017126,11:33:47,50,20.125,,2017126,11:33:50,50,-127,,
2017126,11:33:55,50,20.1875,,2017126,11:33:58,50,-127,,
2017126,11:34:3,50,20.125,,2017126,11:34:6,50,-127,,
2017126,11:34:13,50,-1,,2017126,11:34:20,50,-1,,
2017126,11:34:23,50,20.1875,,2017126,11:34:26,50,-127,,
2017126,11:34:31,50,20.1875,,2017126,11:34:34,50,-127,,
2017126,11:34:39,50,20.1875,,2017126,11:34:42,50,-127,,
2017126,11:34:47,50,20.1875,,2017126,11:34:50,50,-127,,
2017126,11:34:55,50,20.1875,,2017126,11:34:58,50,-127,,
2017126,11:35:3,50,20.1875,,2017126,11:35:6,50,-127,,
2017126,11:35:11,50,20.1875,,2017126,11:35:14,50,-127,,
2017126,11:35:19,50,20.1875,,2017126,11:35:24,50,-127,,
2017126,11:35:27,50,20.1875,,2017126,11:35:32,50,-127,,
2017126,11:35:35,50,20.1875,,2017126,11:35:40,50,-127,,
2017126,11:35:43,50,20.1875,,2017126,11:35:48,50,-127,,
2017126,11:35:51,50,20.1875,,2017126,11:35:56,50,-127,,
2017126,11:35:59,50,20.1875,,2017126,11:36:4,50,-127,,
2017126,11:36:7,50,20.1875,,2017126,11:36:12,50,-127,,
2017126,11:36:15,50,20.1875,,2017126,11:36:20,50,-127,,
2017126,11:36:23,50,20.1875,,2017126,11:36:28,50,-127,,
2017126,11:36:31,50,20.1875,,2017126,11:36:36,50,-127,,
2017126,11:36:39,50,20.1875,,2017126,11:36:44,50,-127,,
2017126,11:36:48,50,20.1875,,2017126,11:36:53,50,-127,,
2017126,11:36:56,50,20.1875,,2017126,11:37:1,50,-127,,
2017126,11:37:4,50,20.1875,,2017126,11:37:9,50,-127,,
2017126,11:37:12,50,20.1875,,2017126,11:37:17,50,-127,,
2017126,11:37:20,50,20.1875,,2017126,11:37:25,50,-127,,
2017126,11:37:28,50,20.1875,,2017126,11:37:33,50,-127,,
2017126,11:37:36,50,20.1875,,2017126,11:37:41,50,-127,,
2017126,11:37:44,50,20.1875,,2017126,11:37:49,50,-127,,
2017126,11:37:52,50,20.1875,,2017126,11:37:57,50,-127,,
2017126,11:38:0,50,20.1875,,2017126,11:38:5,50,-127,,
2017126,11:38:8,50,20.1875,,2017126,11:38:13,50,-127,,
2017126,11:38:16,50,20.1875,,2017126,11:38:21,50,-127,,
2017126,11:38:24,50,20.1875,,2017126,11:38:29,50,-127,,
2017126,11:38:32,50,20.1875,,2017126,11:38:37,50,-127,,
2017126,11:38:40,50,20.1875,,2017126,11:38:45,50,-127,,
2017126,11:38:48,50,20.1875,,2017126,11:38:53,50,-127,,
2017126,11:38:56,50,20.1875,,2017126,11:39:1,50,-127,,
2017126,11:39:6,50,20.1875,,2017126,11:39:9,50,-127,,
2017126,11:39:14,50,20.1875,,2017126,11:39:17,50,-127,,
2017126,11:39:22,50,20.1875,,2017126,11:39:25,50,-127,,
2017126,11:39:30,50,20.1875,,2017126,11:39:33,50,-127,,
2017126,11:39:38,50,20.25,,2017126,11:39:41,50,-127,,
2017126,11:39:46,50,20.1875,,2017126,11:39:49,50,-127,,
2017126,11:39:54,50,20.1875,,2017126,11:39:58,50,-127,,
2017126,11:40:3,50,20.1875,,2017126,11:40:8,50,-127,,
2017126,11:40:11,50,20.1875,,2017126,11:40:16,50,-127,,
2017126,11:40:19,50,20.25,,2017126,11:40:24,50,-127,,
2017126,11:40:27,50,20.1875,,2017126,11:40:32,50,-127,,
2017126,11:40:35,50,20.25,,2017126,11:40:40,50,-127,,
2017126,11:40:43,50,20.25,,2017126,11:40:48,50,-127,,
2017126,11:40:51,50,20.25,,2017126,11:40:56,50,-127,,
2017126,11:41:1,50,20.25,,2017126,11:41:4,50,-127,,
2017126,11:41:9,50,20.25,,2017126,11:41:12,50,-127,,
2017126,11:41:17,50,20.25,,2017126,11:41:20,50,-127,,
