Toch2Date,Toch2Time,Toch2RequestedTemperature[C],Toch2MeasuredTemperature[C],,Toch3Date,Toch3Time,Toch3RequestedTemperature[C],Toch3MeasuredTemperature[C],,Toch4Date,Toch4Time,Toch4RequestedTemperature[C],Toch4MeasuredTemperature[C],,
2017219,19:54:24,50,-1,,2017219,19:54:29,50,31.75,,2017219,19:54:39,50,-1,,
2017219,19:54:50,50,-1,,2017219,19:54:55,50,31.5,,2017219,19:55:5,50,-1,,
2017219,19:55:15,50,-1,,2017219,19:55:20,50,31.5,,2017219,19:55:30,50,-1,,
2017219,19:55:40,50,-1,,2017219,19:55:45,50,31.75,,2017219,19:55:55,50,-1,,
2017219,19:56:6,50,-1,,2017219,19:56:11,50,31.5,,2017219,19:56:21,50,-1,,
2017219,19:56:31,50,-1,,2017219,19:56:41,50,-1,,2017219,19:56:51,50,-1,,
2017219,19:57:1,50,-1,,2017219,19:57:6,50,31.5,,2017219,19:57:16,50,-1,,
2017219,19:57:27,50,-1,,2017219,19:57:32,50,31.5,,2017219,19:57:42,50,-1,,
2017219,19:57:52,50,-1,,2017219,19:57:57,50,31.5,,2017219,19:58:7,50,-1,,
2017219,19:58:17,50,-1,,2017219,19:58:25,50,31.75,,2017219,19:58:35,50,-1,,
2017219,19:58:45,50,-1,,2017219,19:58:50,50,31.75,,2017219,19:59:1,50,-1,,
2017219,19:59:11,50,-1,,2017219,19:59:16,50,31.75,,2017219,19:59:26,50,-1,,
2017219,19:59:36,50,-1,,2017219,19:59:41,50,31.75,,2017219,19:59:51,50,-1,,
2017219,20:0:1,50,-1,,2017219,20:0:6,50,31.75,,2017219,20:0:16,50,-1,,
2017219,20:0:27,50,-1,,2017219,20:0:32,50,31.5,,2017219,20:0:42,50,-1,,
2017219,20:0:52,50,-1,,2017219,20:0:57,50,31.75,,2017219,20:1:7,50,-1,,
2017219,20:1:17,50,-1,,2017219,20:1:22,50,31.75,,2017219,20:1:32,50,-1,,
2017219,20:1:43,50,-1,,2017219,20:1:51,50,31.5,,2017219,20:2:1,50,-1,,
2017219,20:2:11,50,-1,,2017219,20:2:16,50,31.75,,2017219,20:2:26,50,-1,,
2017219,20:2:36,50,-1,,2017219,20:2:41,50,31.5,,2017219,20:2:51,50,-1,,
2017219,20:3:1,50,-1,,2017219,20:3:6,50,31.75,,2017219,20:3:17,50,-1,,
2017219,20:3:27,50,-1,,2017219,20:3:32,50,31.75,,2017219,20:3:42,50,-1,,
2017219,20:3:52,50,-1,,2017219,20:3:57,50,31.75,,2017219,20:4:7,50,-1,,
2017219,20:4:17,50,-1,,2017219,20:4:22,50,31.75,,2017219,20:4:33,50,-1,,
2017219,20:4:43,50,-1,,2017219,20:4:48,50,31.5,,2017219,20:4:58,50,-1,,
2017219,20:5:8,50,-1,,2017219,20:5:13,50,31.75,,2017219,20:5:23,50,-1,,
2017219,20:5:33,50,-1,,2017219,20:5:38,50,31.75,,2017219,20:5:48,50,-1,,
2017219,20:5:59,50,-1,,2017219,20:6:4,50,31.75,,2017219,20:6:14,50,-1,,
2017219,20:6:24,50,-1,,2017219,20:6:29,50,31.75,,2017219,20:6:39,50,-1,,
2017219,20:6:49,50,-1,,2017219,20:6:54,50,31.75,,2017219,20:7:4,50,-1,,
2017219,20:7:15,50,-1,,2017219,20:7:20,50,31.5,,2017219,20:7:30,50,-1,,
2017219,20:7:40,50,-1,,2017219,20:7:45,50,31.5,,2017219,20:7:55,50,-1,,
2017219,20:8:5,50,-1,,2017219,20:8:10,50,31.75,,2017219,20:8:20,50,-1,,
2017219,20:8:30,50,-1,,2017219,20:8:35,50,31.75,,2017219,20:8:46,50,-1,,
2017219,20:8:56,50,-1,,2017219,20:9:1,50,31.75,,2017219,20:9:11,50,-1,,
2017219,20:9:21,50,-1,,2017219,20:9:26,50,31.75,,2017219,20:9:36,50,-1,,
2017219,20:9:46,50,-1,,2017219,20:9:51,50,31.75,,2017219,20:10:2,50,-1,,
2017219,20:10:12,50,-1,,2017219,20:10:20,50,31.75,,2017219,20:10:30,50,-1,,
2017219,20:10:40,50,-1,,2017219,20:10:45,50,31.5,,2017219,20:10:55,50,-1,,
2017219,20:11:5,50,-1,,2017219,20:11:10,50,31.5,,2017219,20:11:20,50,-1,,
2017219,20:11:31,50,-1,,2017219,20:11:36,50,31.75,,2017219,20:11:46,50,-1,,
2017219,20:11:56,50,-1,,2017219,20:12:4,50,31.5,,2017219,20:12:14,50,-1,,
2017219,20:12:24,50,-1,,2017219,20:12:29,50,31.75,,2017219,20:12:39,50,-1,,
2017219,20:12:49,50,-1,,2017219,20:12:54,50,31.75,,2017219,20:13:5,50,-1,,
2017219,20:13:15,50,-1,,2017219,20:13:20,50,31.75,,2017219,20:13:30,50,-1,,
2017219,20:13:40,50,-1,,2017219,20:13:45,50,31.75,,2017219,20:13:55,50,-1,,
2017219,20:14:5,50,-1,,2017219,20:14:10,50,31.5,,2017219,20:14:21,50,-1,,
2017219,20:14:31,50,-1,,2017219,20:14:36,50,31.5,,2017219,20:14:46,50,-1,,
2017219,20:14:56,50,-1,,2017219,20:15:1,50,31.5,,2017219,20:15:11,50,-1,,
2017219,20:15:21,50,-1,,2017219,20:15:26,50,31.75,,2017219,20:15:36,50,-1,,
2017219,20:15:47,50,-1,,2017219,20:15:52,50,31.75,,2017219,20:16:2,50,-1,,
2017219,20:16:12,50,-1,,2017219,20:16:17,50,31.75,,2017219,20:16:27,50,-1,,
2017219,20:16:37,50,-1,,2017219,20:16:42,50,31.75,,2017219,20:16:52,50,-1,,
2017219,20:17:3,50,-1,,2017219,20:17:8,50,31.5,,2017219,20:17:18,50,-1,,
2017219,20:17:28,50,-1,,2017219,20:17:33,50,31.75,,2017219,20:17:43,50,-1,,
2017219,20:17:53,50,-1,,2017219,20:17:58,50,31.75,,2017219,20:18:8,50,-1,,
2017219,20:18:18,50,-1,,2017219,20:18:23,50,31.75,,2017219,20:18:34,50,-1,,
2017219,20:18:44,50,-1,,2017219,20:18:49,50,31.5,,2017219,20:18:59,50,-1,,
2017219,20:19:9,50,-1,,2017219,20:19:14,50,31.75,,2017219,20:19:24,50,-1,,
2017219,20:19:34,50,-1,,2017219,20:19:39,50,31.75,,2017219,20:19:50,50,-1,,
2017219,20:20:0,50,-1,,2017219,20:20:5,50,31.75,,2017219,20:20:15,50,-1,,
2017219,20:20:25,50,-1,,2017219,20:20:30,50,31.75,,2017219,20:20:40,50,-1,,
2017219,20:20:50,50,-1,,2017219,20:20:55,50,31.75,,2017219,20:21:5,50,-1,,
2017219,20:21:16,50,-1,,2017219,20:21:24,50,31.75,,2017219,20:21:34,50,-1,,
2017219,20:21:44,50,-1,,2017219,20:21:49,50,31.75,,2017219,20:21:59,50,-1,,
2017219,20:22:9,50,-1,,2017219,20:22:14,50,31.75,,2017219,20:22:24,50,-1,,
2017219,20:22:35,50,-1,,2017219,20:22:40,50,31.75,,2017219,20:22:50,50,-1,,
2017219,20:23:0,50,-1,,2017219,20:23:8,50,31.5,,2017219,20:23:18,50,-1,,
2017219,20:23:28,50,-1,,2017219,20:23:33,50,31.75,,2017219,20:23:43,50,-1,,
2017219,20:23:53,50,-1,,2017219,20:24:2,50,31.5,,2017219,20:24:12,50,-1,,
2017219,20:24:22,50,-1,,2017219,20:24:27,50,31.75,,2017219,20:24:37,50,-1,,
2017219,20:24:47,50,-1,,2017219,20:24:55,50,31.5,,2017219,20:25:5,50,-1,,
2017219,20:25:15,50,-1,,2017219,20:25:20,50,31.75,,2017219,20:25:31,50,-1,,
2017219,20:25:41,50,-1,,2017219,20:25:46,50,31.75,,2017219,20:25:56,50,-1,,
2017219,20:26:6,50,-1,,2017219,20:26:11,50,31.75,,2017219,20:26:21,50,-1,,
2017219,20:26:31,50,-1,,2017219,20:26:39,50,31.5,,2017219,20:26:50,50,-1,,
2017219,20:27:0,50,-1,,2017219,20:27:5,50,31.75,,2017219,20:27:15,50,-1,,
2017219,20:27:25,50,-1,,2017219,20:27:33,50,31.75,,2017219,20:27:43,50,-1,,
2017219,20:27:53,50,-1,,2017219,20:27:58,50,31.5,,2017219,20:28:8,50,-1,,
2017219,20:28:19,50,-1,,2017219,20:28:24,50,31.75,,2017219,20:28:34,50,-1,,
2017219,20:28:44,50,-1,,2017219,20:28:49,50,31.75,,2017219,20:28:59,50,-1,,
2017219,20:29:9,50,-1,,2017219,20:29:14,50,31.75,,2017219,20:29:24,50,-1,,
2017219,20:29:35,50,-1,,2017219,20:29:43,50,31.75,,2017219,20:29:53,50,-1,,
2017219,20:30:3,50,-1,,2017219,20:30:8,50,31.5,,2017219,20:30:18,50,-1,,
2017219,20:30:28,50,-1,,2017219,20:30:33,50,31.75,,2017219,20:30:43,50,-1,,
2017219,20:30:53,50,-1,,2017219,20:30:58,50,31.75,,2017219,20:31:9,50,-1,,
2017219,20:31:19,50,-1,,2017219,20:31:24,50,31.75,,2017219,20:31:34,50,-1,,
2017219,20:31:44,50,-1,,2017219,20:31:49,50,31.75,,2017219,20:31:59,50,-1,,
2017219,20:32:9,50,-1,,2017219,20:32:14,50,31.75,,2017219,20:32:25,50,-1,,
2017219,20:32:35,50,-1,,2017219,20:32:40,50,31.75,,2017219,20:32:50,50,-1,,
2017219,20:33:0,50,-1,,2017219,20:33:5,50,31.5,,2017219,20:33:15,50,-1,,
2017219,20:33:25,50,-1,,2017219,20:33:30,50,31.75,,2017219,20:33:40,50,-1,,
2017219,20:33:51,50,-1,,2017219,20:33:56,50,31.75,,2017219,20:34:6,50,-1,,
2017219,20:34:16,50,-1,,2017219,20:34:21,50,31.5,,2017219,20:34:31,50,-1,,
2017219,20:34:41,50,-1,,2017219,20:34:49,50,31.75,,2017219,20:34:59,50,-1,,
2017219,20:35:10,50,-1,,2017219,20:35:15,50,31.75,,2017219,20:35:25,50,-1,,
2017219,20:35:35,50,-1,,2017219,20:35:40,50,31.75,,2017219,20:35:50,50,-1,,
2017219,20:36:0,50,-1,,2017219,20:36:5,50,31.75,,2017219,20:36:15,50,-1,,
2017219,20:36:25,50,-1,,2017219,20:36:30,50,31.75,,2017219,20:36:41,50,-1,,
2017219,20:36:51,50,-1,,2017219,20:36:56,50,31.75,,2017219,20:37:6,50,-1,,
2017219,20:37:16,50,-1,,2017219,20:37:21,50,31.75,,2017219,20:37:31,50,-1,,
2017219,20:37:41,50,-1,,2017219,20:37:49,50,31.75,,2017219,20:38:0,50,-1,,
2017219,20:38:10,50,-1,,2017219,20:38:15,50,31.75,,2017219,20:38:25,50,-1,,
2017219,20:38:35,50,-1,,2017219,20:38:43,50,31.75,,2017219,20:38:53,50,-1,,
2017219,20:39:3,50,-1,,2017219,20:39:8,50,31.75,,2017219,20:39:18,50,-1,,
2017219,20:39:29,50,-1,,2017219,20:39:39,50,-1,,2017219,20:39:49,50,-1,,
2017219,20:39:59,50,-1,,2017219,20:40:4,50,31.75,,2017219,20:40:14,50,-1,,
2017219,20:40:24,50,-1,,2017219,20:40:29,50,31.75,,2017219,20:40:39,50,-1,,
2017219,20:40:50,50,-1,,2017219,20:40:55,50,31.75,,2017219,20:41:5,50,-1,,
2017219,20:41:15,50,-1,,2017219,20:41:20,50,31.75,,2017219,20:41:30,50,-1,,
2017219,20:41:40,50,-1,,2017219,20:41:45,50,31.75,,2017219,20:41:55,50,-1,,
2017219,20:42:6,50,-1,,2017219,20:42:11,50,31.75,,2017219,20:42:21,50,-1,,
2017219,20:42:31,50,-1,,2017219,20:42:36,50,31.75,,2017219,20:42:46,50,-1,,
2017219,20:42:56,50,-1,,2017219,20:43:1,50,31.75,,2017219,20:43:11,50,-1,,
2017219,20:43:21,50,-1,,2017219,20:43:29,50,31.5,,2017219,20:43:40,50,-1,,
2017219,20:43:50,50,-1,,2017219,20:43:55,50,31.75,,2017219,20:44:5,50,-1,,
2017219,20:44:15,50,-1,,2017219,20:44:20,50,31.75,,2017219,20:44:30,50,-1,,
2017219,20:44:40,50,-1,,2017219,20:44:45,50,31.75,,2017219,20:44:56,50,-1,,
2017219,20:45:6,50,-1,,2017219,20:45:16,50,-1,,2017219,20:45:26,50,-1,,
2017219,20:45:36,50,-1,,2017219,20:45:41,50,31.75,,2017219,20:45:51,50,-1,,
2017219,20:46:1,50,-1,,2017219,20:46:6,50,31.75,,2017219,20:46:16,50,-1,,
2017219,20:46:27,50,-1,,2017219,20:46:32,50,31.75,,2017219,20:46:42,50,-1,,
2017219,20:46:52,50,-1,,2017219,20:46:57,50,31.75,,2017219,20:47:7,50,-1,,
2017219,20:47:17,50,-1,,2017219,20:47:25,50,31.75,,2017219,20:47:35,50,-1,,
2017219,20:47:46,50,-1,,2017219,20:47:51,50,31.75,,2017219,20:48:1,50,-1,,
2017219,20:48:11,50,-1,,2017219,20:48:16,50,31.75,,2017219,20:48:26,50,-1,,
2017219,20:48:36,50,-1,,2017219,20:48:41,50,31.75,,2017219,20:48:51,50,-1,,
2017219,20:49:1,50,-1,,2017219,20:49:6,50,31.75,,2017219,20:49:17,50,-1,,
2017219,20:49:27,50,-1,,2017219,20:49:32,50,31.75,,2017219,20:49:42,50,-1,,
2017219,20:49:52,50,-1,,2017219,20:49:57,50,31.75,,2017219,20:50:7,50,-1,,
2017219,20:50:17,50,-1,,2017219,20:50:27,50,-1,,2017219,20:50:38,50,-1,,
2017219,20:50:48,50,-1,,2017219,20:50:53,50,31.75,,2017219,20:51:3,50,-1,,
2017219,20:51:13,50,-1,,2017219,20:51:18,50,31.75,,2017219,20:51:28,50,-1,,
2017219,20:51:38,50,-1,,2017219,20:51:43,50,31.75,,2017219,20:51:54,50,-1,,
2017219,20:52:4,50,-1,,2017219,20:52:9,50,31.75,,2017219,20:52:19,50,-1,,
2017219,20:52:29,50,-1,,2017219,20:52:34,50,31.75,,2017219,20:52:44,50,-1,,
2017219,20:52:54,50,-1,,2017219,20:52:59,50,31.75,,2017219,20:53:9,50,-1,,
2017219,20:53:20,50,-1,,2017219,20:53:25,50,31.75,,2017219,20:53:35,50,-1,,
2017219,20:53:45,50,-1,,2017219,20:53:50,50,31.75,,2017219,20:54:0,50,-1,,
2017219,20:54:10,50,-1,,2017219,20:54:15,50,31.5,,2017219,20:54:25,50,-1,,
2017219,20:54:36,50,-1,,2017219,20:54:41,50,31.75,,2017219,20:54:51,50,-1,,
2017219,20:55:1,50,-1,,2017219,20:55:6,50,31.75,,2017219,20:55:16,50,-1,,
2017219,20:55:26,50,-1,,2017219,20:55:31,50,31.75,,2017219,20:55:41,50,-1,,
2017219,20:55:51,50,-1,,2017219,20:55:56,50,31.75,,2017219,20:56:7,50,-1,,
2017219,20:56:17,50,-1,,2017219,20:56:22,50,31.75,,2017219,20:56:32,50,-1,,
2017219,20:56:42,50,-1,,2017219,20:56:47,50,31.75,,2017219,20:56:57,50,-1,,
2017219,20:57:7,50,-1,,2017219,20:57:12,50,31.75,,2017219,20:57:22,50,-1,,
2017219,20:57:33,50,-1,,2017219,20:57:38,50,31.75,,2017219,20:57:48,50,-1,,
2017219,20:57:58,50,-1,,2017219,20:58:3,50,31.75,,2017219,20:58:13,50,-1,,
2017219,20:58:23,50,-1,,2017219,20:58:28,50,31.75,,2017219,20:58:38,50,-1,,
2017219,20:58:49,50,-1,,2017219,20:58:54,50,31.75,,2017219,20:59:4,50,-1,,
2017219,20:59:14,50,-1,,2017219,20:59:19,50,31.75,,2017219,20:59:29,50,-1,,
