Toch2Date,Toch2Time,Toch2RequestedTemperature[C],Toch2MeasuredTemperature[C],,Toch3Date,Toch3Time,Toch3RequestedTemperature[C],Toch3MeasuredTemperature[C],,Toch4Date,Toch4Time,Toch4RequestedTemperature[C],Toch4MeasuredTemperature[C],,
2017215,14:37:32,50,23.5,,2017215,14:37:37,50,31,,2017215,14:37:47,60,-1,,
2017215,14:37:52,50,23.5,,2017215,14:37:57,50,31,,2017215,14:38:8,60,-1,,
2017215,14:38:13,50,23.5,,2017215,14:38:18,50,30.75,,2017215,14:38:28,60,-1,,
2017215,14:38:33,50,23.5,,2017215,14:38:38,50,30.75,,2017215,14:38:48,60,-1,,
2017215,14:38:53,50,23.5,,2017215,14:38:58,50,30.25,,2017215,14:39:8,60,-1,,
2017215,14:39:13,50,23.5,,2017215,14:39:18,50,30,,2017215,14:39:28,60,-1,,
2017215,14:39:33,50,23.5,,2017215,14:39:38,50,30,,2017215,14:39:49,60,-1,,
2017215,14:39:54,50,23.5,,2017215,14:39:59,50,30,,2017215,14:40:9,60,-1,,
2017215,14:40:14,50,23.5,,2017215,14:40:19,50,30,,2017215,14:40:29,60,-1,,
2017215,14:40:34,50,23.5,,2017215,14:40:39,50,30.25,,2017215,14:40:49,60,-1,,
2017215,14:40:54,50,23.5,,2017215,14:40:59,50,30,,2017215,14:41:9,60,-1,,
2017215,14:41:14,50,23.5,,2017215,14:41:19,50,30,,2017215,14:41:29,60,-1,,
2017215,14:41:34,50,23.5,,2017215,14:41:39,50,30,,2017215,14:41:50,60,-1,,
2017215,14:41:55,50,23.5,,2017215,14:42:0,50,30,,2017215,14:42:10,60,-1,,
2017215,14:42:15,50,23.5,,2017215,14:42:20,50,30,,2017215,14:42:30,60,-1,,
2017215,14:42:35,50,23.5,,2017215,14:42:40,50,29.75,,2017215,14:42:50,60,-1,,
2017215,14:42:55,50,23.5,,2017215,14:43:0,50,29.5,,2017215,14:43:10,60,-1,,
2017215,14:43:15,50,23.5,,2017215,14:43:20,50,30.25,,2017215,14:43:31,60,-1,,
2017215,14:43:36,50,23.5,,2017215,14:43:41,50,30.25,,2017215,14:43:51,60,-1,,
2017215,14:43:56,50,23.5,,2017215,14:44:1,50,30.25,,2017215,14:44:11,60,-1,,
2017215,14:44:16,50,23.5,,2017215,14:44:21,50,30,,2017215,14:44:31,60,-1,,
2017215,14:44:36,50,23.5,,2017215,14:44:41,50,30,,2017215,14:44:51,60,-1,,
2017215,14:44:56,50,23.5,,2017215,14:45:1,50,30.25,,2017215,14:45:11,60,-1,,
2017215,14:45:16,50,23.4375,,2017215,14:45:21,50,30.5,,2017215,14:45:32,60,-1,,
2017215,14:45:37,50,23.4375,,2017215,14:45:42,50,30.5,,2017215,14:45:52,60,-1,,
2017215,14:45:57,50,23.4375,,2017215,14:46:2,50,30.5,,2017215,14:46:13,60,-1,,
2017215,14:46:18,50,23.4375,,2017215,14:46:23,50,30.5,,2017215,14:46:33,60,-1,,
2017215,14:46:38,50,23.4375,,2017215,14:46:43,50,30.5,,2017215,14:46:53,60,-1,,
2017215,14:46:58,50,23.4375,,2017215,14:47:3,50,30.5,,2017215,14:47:13,60,-1,,
2017215,14:47:18,50,23.4375,,2017215,14:47:23,50,30.75,,2017215,14:47:33,60,-1,,
2017215,14:47:38,50,23.4375,,2017215,14:47:43,50,30.75,,2017215,14:47:54,60,-1,,
2017215,14:47:59,50,23.4375,,2017215,14:
