Temp1Date,Temp1Time,Temp1RequestedTemperature[C],Temp1MeasuredTemperature[C],,Temp2Date,Temp2Time,Temp2RequestedTemperature[C],Temp2MeasuredTemperature[C],,Temp3Date,Temp3Time,Temp3RequestedTemperature[C],Temp3MeasuredTemperature[C],,
2017629,18:9:1,10,26.75,,40,26.25,,50,26.5,,
2017629,18:9:6,10,26.75,,40,26.25,,50,26.5,,
2017629,18:9:11,10,26.5,,40,26.25,,50,26.5,,
2017629,18:9:16,10,26.5,,40,26.25,,50,26.5,,
2017629,18:9:21,10,26.75,,40,26.25,,50,26.5,,
2017629,18:9:26,10,26.75,,40,26.25,,50,26.5,,
2017629,18:9:31,10,26.75,,40,26.5,,50,26.5,,
2017629,18:9:36,10,26.75,,40,26.5,,50,26.5,,
2017629,18:9:41,10,26.5,,40,26.25,,50,26.5,,
2017629,18:9:46,10,26.5,,40,26.25,,50,26.5,,
2017629,18:9:51,10,26.5,,40,26.25,,50,26.5,,
2017629,18:9:56,10,26.5,,40,26.25,,50,26.5,,
2017629,18:10:1,10,26.75,,40,26.25,,50,26.5,,
2017629,18:10:6,10,26.75,,40,26.25,,50,26.5,,
2017629,18:10:11,10,26.5,,40,26.25,,50,26.5,,
2017629,18:10:16,10,26.5,,40,26.25,,50,26.5,,
2017629,18:10:24,10,26.25,,40,26.25,,50,26.5,,
2017629,18:10:29,10,26.25,,40,26.25,,50,26.5,,
2017629,18:10:34,10,26.75,,40,26.25,,50,26.5,,
2017629,18:10:42,10,26.5,,40,26.25,,50,26.5,,
2017629,18:10:47,10,26.5,,40,26.25,,50,26.5,,
2017629,18:10:52,10,26.5,,40,26.25,,50,26.5,,
2017629,18:10:57,10,26.5,,40,26.25,,50,26.5,,
2017629,18:11:5,10,26.75,,40,26.25,,50,26.5,,
2017629,18:11:10,10,26.75,,40,26.25,,50,26.5,,
2017629,18:11:15,10,26.5,,40,26.25,,50,26.5,,
2017629,18:11:20,10,26.5,,40,26.25,,50,26.5,,
2017629,18:11:25,10,26.5,,40,26.25,,50,26.5,,
2017629,18:11:30,10,26.5,,40,26.25,,50,26.5,,
2017629,18:11:35,10,26.5,,40,26.25,,50,26.75,,
2017629,18:11:40,10,26.5,,40,26.25,,50,26.75,,
2017629,18:11:45,10,26.25,,40,26.25,,50,26.5,,
2017629,18:11:50,10,26.25,,40,26.25,,50,26.5,,
2017629,18:11:55,10,26.75,,40,26.25,,50,26.75,,
2017629,18:12:0,10,26.75,,40,26.25,,50,26.75,,
2017629,18:12:5,10,26.5,,40,26.25,,50,26.5,,
2017629,18:12:10,10,26.5,,40,26.25,,50,26.5,,
2017629,18:12:15,10,26.75,,40,26.25,,50,26.5,,
2017629,18:12:23,10,26.5,,40,26.25,,50,26.5,,
2017629,18:12:28,10,26.5,,40,26.25,,50,26.5,,
2017629,18:12:33,10,26.5,,40,26.25,,50,26.25,,
2017629,18:12:38,10,26.5,,40,26.25,,50,26.25,,
2017629,18:12:43,10,26.5,,40,26.25,,50,26.5,,
2017629,18:12:48,10,26.5,,40,26.25,,50,26.5,,
2017629,18:12:53,10,26.5,,40,26.25,,50,26.5,,
2017629,18:12:58,10,26.5,,40,26.25,,50,26.5,,
2017629,18:13:4,10,26.75,,40,26.25,,50,26.5,,
2017629,18:13:9,10,26.75,,40,26.25,,50,26.5,,
2017629,18:13:14,10,26.5,,40,26.25,,50,26.5,,
2017629,18:13:19,10,26.5,,40,26.25,,50,26.5,,
2017629,18:13:24,10,26.25,,40,26,,50,26.5,,
2017629,18:13:29,10,26.25,,40,26,,50,26.5,,
2017629,18:13:34,10,26.5,,40,26.25,,50,26.5,,
2017629,18:13:39,10,26.5,,40,26.25,,50,26.5,,
2017629,18:13:44,10,26.25,,40,26.25,,50,26.5,,
2017629,18:13:52,10,26.5,,40,26.25,,50,26.5,,
2017629,18:13:57,10,26.5,,40,26.25,,50,26.5,,
2017629,18:14:2,10,26.5,,40,26.25,,50,26.5,,
2017629,18:14:7,10,26.5,,40,26.25,,50,26.5,,
2017629,18:14:12,10,26.5,,40,26.25,,50,26.5,,
2017629,18:14:20,10,26.5,,40,26.25,,50,26.5,,
2017629,18:14:25,10,26.5,,40,26.25,,50,26.5,,
2017629,18:14:30,10,26.5,,40,26.25,,50,26.5,,
2017629,18:14:35,10,26.75,,40,26.25,,50,26.5,,
2017629,18:14:40,10,26.75,,40,26.25,,50,26.5,,
2017629,18:14:45,10,26.75,,40,26.25,,50,26.5,,
2017629,18:14:50,10,26.75,,40,26.25,,50,26.5,,
2017629,18:14:55,10,26.75,,40,26.25,,50,26.5,,
2017629,18:15:0,10,26.75,,40,26.25,,50,26.5,,
2017629,18:15:5,10,26.5,,40,26.25,,50,26.5,,
2017629,18:15:10,10,26.5,,40,26.25,,50,26.5,,
2017629,18:15:15,10,26.75,,40,26.25,,50,26.5,,
2017629,18:15:20,10,26.75,,40,26.25,,50,26.5,,
2017629,18:15:25,10,26.5,,40,26.25,,50,26.5,,
2017629,18:15:30,10,26.5,,40,26.25,,50,26.5,,
2017629,18:15:35,10,26.5,,40,26.5,,50,26.5,,
2017629,18:15:43,10,26.5,,40,26.25,,50,26.5,,
2017629,18:15:48,10,26.5,,40,26.25,,50,26.5,,
2017629,18:15:53,10,26.5,,40,26.5,,50,26.5,,
2017629,18:15:58,10,26.5,,40,26.5,,50,26.5,,
2017629,18:16:6,10,26.75,,40,26.5,,50,26.5,,
2017629,18:16:11,10,26.5,,40,26.25,,50,26.5,,
2017629,18:16:16,10,26.5,,40,26.25,,50,26.5,,
2017629,18:16:21,10,26.75,,40,26.25,,50,26.5,,
2017629,18:16:26,10,26.75,,40,26.25,,50,26.5,,
2017629,18:16:31,10,26.75,,40,26.25,,50,26.5,,
2017629,18:16:36,10,26.75,,40,26.25,,50,26.5,,
2017629,18:16:41,10,26.5,,40,26.25,,50,26.5,,
2017629,18:16:46,10,26.5,,40,26.25,,50,26.5,,
2017629,18:16:51,10,26.75,,40,26.25,,50,26.5,,
2017629,18:16:56,10,26.75,,40,26.25,,50,26.5,,
2017629,18:17:1,10,26.5,,40,26.5,,50,26.5,,
2017629,18:17:6,10,26.5,,40,26.5,,50,26.5,,
2017629,18:17:11,10,26.5,,40,26.25,,50,26.5,,
2017629,18:17:16,10,26.5,,40,26.25,,50,26.5,,
2017629,18:17:21,10,26.75,,40,26.5,,50,26.5,,
2017629,18:17:26,10,26.75,,40,26.5,,50,26.5,,
2017629,18:17:31,10,26.5,,40,26.25,,50,26.5,,
2017629,18:17:36,10,26.5,,40,26.25,,50,26.5,,
2017629,18:17:41,10,26.5,,40,26.25,,50,26.5,,
2017629,18:17:46,10,26.5,,40,26.25,,50,26.5,,
2017629,18:17:51,10,26.25,,40,26.25,,50,26.5,,
2017629,18:17:56,10,26.25,,40,26.25,,50,26.5,,
2017629,18:18:1,10,26.5,,40,26.25,,50,26.5,,
2017629,18:18:6,10,26.5,,40,26.25,,50,26.5,,
2017629,18:18:11,10,26.75,,40,26.25,,50,26.5,,
2017629,18:18:16,10,26.75,,40,26.25,,50,26.5,,
2017629,18:18:24,10,26.5,,40,26.25,,50,26.5,,
2017629,18:18:29,10,26.5,,40,26.25,,50,26.5,,
2017629,18:18:34,10,26.5,,40,26.25,,50,26.5,,
2017629,18:18:39,10,26.5,,40,26.25,,50,26.5,,
2017629,18:18:45,10,26.5,,40,26.25,,50,26.5,,
2017629,18:18:50,10,26.5,,40,26.25,,50,26.5,,
2017629,18:18:55,10,26.5,,40,26.25,,50,26.5,,
2017629,18:19:0,10,26.5,,40,26.25,,50,26.5,,
2017629,18:19:5,10,26.5,,40,26.25,,50,26.5,,
2017629,18:19:13,10,26.5,,40,26,,50,26.5,,
2017629,18:19:18,10,26.5,,40,26,,50,26.5,,
2017629,18:19:23,10,26.25,,40,26.25,,50,26.5,,
2017629,18:19:28,10,26.25,,40,26.25,,50,26.5,,
2017629,18:19:33,10,26.25,,40,26.25,,50,26.5,,
2017629,18:19:38,10,26.25,,40,26.25,,50,26.5,,
2017629,18:19:43,10,26.25,,40,26.25,,50,26.5,,
2017629,18:19:48,10,26.25,,40,26.25,,50,26.5,,
2017629,18:19:56,10,26.5,,40,26.25,,50,26.5,,
2017629,18:20:4,10,26.5,,40,26,,50,26.5,,
2017629,18:20:9,10,26.5,,40,26,,50,26.5,,
2017629,18:20:14,10,26.25,,40,26.25,,50,26.5,,
