Date,Time,Temp1RequestedTemperature[C],Temp1MeasuredTemperature[C],,Temp2RequestedTemperature[C],Temp2MeasuredTemperature[C],,Temp3RequestedTemperature[C],Temp3MeasuredTemperature[C],,
201731,14:13:57,80,29.75,,50,27.5,,20,29.75,,
201731,14:14:2,80,29.75,,50,27.5,,20,29.75,,
201731,14:14:7,80,32.75,,50,29.5,,20,30.25,,
201731,14:14:12,80,32.75,,50,29.5,,20,30.25,,
201731,14:14:17,80,32.75,,50,29.5,,20,30.25,,
201731,14:14:22,80,32.5,,50,30,,20,30.25,,
201731,14:14:27,80,32.5,,50,30,,20,30.25,,
201731,14:14:33,80,32.5,,50,30,,20,30.25,,
201731,14:14:38,80,32.25,,50,30.5,,20,30.25,,
201731,14:14:43,80,32.25,,50,30.5,,20,30.25,,
201731,14:14:48,80,20.5,,50,26,,20,30,,
201731,14:14:53,80,20.5,,50,26,,20,30,,
201731,14:14:58,80,28.5,,50,28.5,,20,29,,
201731,14:15:3,80,28.5,,50,28.5,,20,29,,
201731,14:15:8,80,31.25,,50,30.5,,20,30.25,,
201731,14:15:13,80,31.25,,50,30.5,,20,30.25,,
201731,14:15:18,80,30.5,,50,30.5,,20,30.25,,
201731,14:15:23,80,30.5,,50,30.5,,20,30.25,,
201731,14:15:28,80,31,,50,30,,20,30,,
201731,14:15:34,80,31,,50,30,,20,30,,
201731,14:15:39,80,31,,50,29,,20,30,,
201731,14:15:44,80,31,,50,29,,20,30,,
201731,14:15:49,80,14.75,,50,18.75,,20,30,,
201731,14:15:54,80,14.75,,50,18.75,,20,30,,
201731,14:15:59,80,29.75,,50,30.5,,20,30.25,,
201731,14:16:4,80,29.75,,50,30.5,,20,30.25,,
201731,14:16:9,80,25.25,,50,30.5,,20,28.75,,
201731,14:16:14,80,30.75,,50,30.5,,20,30.25,,
201731,14:16:19,80,30.75,,50,30.5,,20,30.25,,
201731,14:16:24,80,30.75,,50,30.5,,20,30.25,,
201731,14:16:29,80,30.75,,50,30.5,,20,29.75,,
201731,14:16:34,80,30.75,,50,30.5,,20,29.75,,
201731,14:16:40,80,30.5,,50,30.25,,20,30,,
201731,14:16:45,80,29.5,,50,30.25,,20,30,,
201731,14:16:50,80,29.5,,50,30.25,,20,30,,
201731,14:16:55,80,28.5,,50,30.25,,20,30.25,,
201731,14:17:0,80,28.5,,50,30.25,,20,30.25,,
201731,14:17:5,80,28.5,,50,30.25,,20,30.25,,
201731,14:17:10,80,30,,50,30.5,,20,30.5,,
201731,14:17:15,80,30,,50,30.5,,20,30.5,,
201731,14:17:20,80,30.75,,50,30.25,,20,30,,
201731,14:17:25,80,30.75,,50,30.25,,20,30,,
201731,14:17:30,80,27,,50,30.25,,20,30.25,,
201731,14:17:35,80,24,,50,30.25,,20,29.75,,
201731,14:17:40,80,24,,50,30.25,,20,29.75,,
201731,14:17:46,80,30.5,,50,30.25,,20,29.75,,
201731,14:17:51,80,30.5,,50,30.25,,20,29.75,,
201731,14:17:56,80,28.25,,50,30,,20,29.5,,
201731,14:18:1,80,28.25,,50,30,,20,29.5,,
201731,14:18:6,80,30.75,,50,30.5,,20,30.5,,
201731,14:18:11,80,30.75,,50,30.5,,20,30.5,,
201731,14:18:16,80,30.75,,50,30.25,,20,30.25,,
201731,14:18:21,80,30.75,,50,30.25,,20,30.25,,
201731,14:18:26,80,30.75,,50,28.5,,20,30.5,,
201731,14:18:31,80,30.75,,50,28.5,,20,30.5,,
201731,14:18:36,80,30.75,,50,30.25,,20,30,,
201731,14:18:41,80,30.75,,50,30.25,,20,30,,
201731,14:18:47,80,28.25,,50,30.25,,20,30.25,,
201731,14:18:52,80,28.25,,50,30.25,,20,30.25,,
201731,14:18:57,80,30.75,,50,30.25,,20,30,,
201731,14:19:2,80,30.75,,50,30.25,,20,30,,
201731,14:19:7,80,30.75,,50,30.25,,20,30.25,,
201731,14:19:12,80,30.75,,50,30.25,,20,30.25,,
201731,14:19:17,80,30.75,,50,30.25,,20,30.25,,
201731,14:19:22,80,30.75,,50,30.25,,20,30.25,,
201731,14:19:27,80,30.75,,50,30.25,,20,30.25,,
201731,14:19:32,80,30.75,,50,30.25,,20,30.25,,
201731,14:19:37,80,31,,50,30.25,,20,30,,
201731,14:19:42,80,31,,50,30.25,,20,30,,
201731,14:19:48,80,25.75,,50,28.5,,20,30,,
201731,14:19:53,80,25.75,,50,28.5,,20,30,,
201731,14:19:58,80,30.75,,50,30.25,,20,30.25,,
201731,14:20:3,80,30.75,,50,30.25,,20,30.25,,
201731,14:20:8,80,30.75,,50,30.25,,20,30,,
201731,14:20:13,80,30.75,,50,30.25,,20,30,,
201731,14:20:18,80,28.5,,50,30.25,,20,30.25,,
201731,14:20:23,80,28.5,,50,30.25,,20,30.25,,
201731,14:20:28,80,30.75,,50,30.25,,20,30,,
201731,14:20:33,80,30.75,,50,28.5,,20,30.5,,
201731,14:20:38,80,30.75,,50,28.5,,20,30.5,,
201731,14:20:43,80,30.75,,50,28.5,,20,30.5,,
201731,14:20:48,80,28.25,,50,30.5,,20,30.25,,
201731,14:20:53,80,28.25,,50,30.5,,20,30.25,,
201731,14:20:59,80,30.5,,50,30.25,,20,30,,
201731,14:21:4,80,30.5,,50,30.25,,20,30,,
201731,14:21:9,80,30.75,,50,30.25,,20,30.25,,
201731,14:21:14,80,30.75,,50,30.25,,20,30.25,,
201731,14:21:19,80,27.25,,50,30.25,,20,30.25,,
201731,14:21:24,80,27.25,,50,30.25,,20,30.25,,
201731,14:21:29,80,28.25,,50,29.5,,20,29.75,,
201731,14:21:34,80,28.25,,50,29.5,,20,29.75,,
201731,14:21:39,80,28,,50,30.5,,20,30.5,,
201731,14:21:44,80,28,,50,30.5,,20,30.5,,
201731,14:21:49,80,14.5,,50,30.25,,20,29.5,,
201731,14:21:54,80,14.5,,50,30.25,,20,29.5,,
201731,14:22:0,80,30.5,,50,30.25,,20,30.25,,
201731,14:22:5,80,30.5,,50,30.25,,20,30.25,,
201731,14:22:10,80,27.5,,50,30.25,,20,30,,
201731,14:22:15,80,27.5,,50,30.25,,20,30,,
201731,14:22:20,80,30.5,,50,30.25,,20,30,,
201731,14:22:25,80,30.5,,50,30.25,,20,30,,
201731,14:22:30,80,30.5,,50,30.25,,20,30.25,,
201731,14:22:35,80,30.5,,50,30.5,,20,30.25,,
201731,14:22:40,80,30.5,,50,30.5,,20,30.25,,
201731,14:22:45,80,30.5,,50,30.5,,20,30.25,,
201731,14:22:50,80,24.75,,50,30.5,,20,30,,
201731,14:22:55,80,24.75,,50,30.5,,20,30,,
201731,14:23:0,80,27.25,,50,29.5,,20,29.25,,
201731,14:23:5,80,30.5,,50,30,,20,30,,
201731,14:23:11,80,30.5,,50,30,,20,30,,
201731,14:23:16,80,30,,50,30.25,,20,29.5,,
